ID,VICTIMAS,FECHA,ANIO,MES,DIA,HORA,MEDIO,COMUNA,X,Y,PARTICIPANTES,ACUSADO,ROL,DAMNIFICADO,SEXO,EDAD,OBITO,SEMESTRE
2016-0001,1,2016-01-01,2016,1,1,04:00:00,AVENIDA,8,"-58,48","-34,69",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,19,1,1
2016-0002,1,2016-01-02,2016,1,2,01:15:00,AUTOPISTA,9,"-58,51","-34,67",AUTO-PASAJEROS,PASAJEROS,CONDUCTOR,AUTO,MASCULINO,70,1,1
2016-0003,1,2016-01-03,2016,1,3,07:00:00,AVENIDA,1,"-58,39","-34,63",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,30,1,1
2016-0004,1,2016-01-10,2016,1,10,00:00:00,AVENIDA,8,"-58,47","-34,68",MOTO-SD,DESCONOCIDO,CONDUCTOR,MOTO,MASCULINO,18,1,1
2016-0005,1,2016-01-21,2016,1,21,05:20:00,AVENIDA,1,"-58,39","-34,62",MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,29,1,1
2016-0008,1,2016-01-24,2016,1,24,18:30:00,AVENIDA,8,"-58,44","-34,68",MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,30,1,1
2016-0009,1,2016-01-24,2016,1,24,19:10:00,CALLE,11,"-58,50","-34,61",MOTO-AUTO,AUTO,PASAJERO,MOTO,MASCULINO,29,1,1
2016-0010,1,2016-01-29,2016,1,29,15:20:00,AUTOPISTA,9,"-58,51","-34,67",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,18,1,1
2016-0012,1,2016-02-08,2016,2,8,01:20:00,AVENIDA,1,"-58,38","-34,61",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,22,1,1
2016-0013,1,2016-02-10,2016,2,10,11:30:00,AVENIDA,1,"-58,39","-34,62",PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,16,1,1
2016-0015,1,2016-02-14,2016,2,14,05:14:00,AVENIDA,15,"-58,44","-34,60",PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,16,1,1
2016-0016,1,2016-02-14,2016,2,14,22:00:00,AVENIDA,4,"-58,37","-34,64",MOTO-AUTO,AUTO,PASAJERO,MOTO,FEMENINO,19,1,1
2016-0017,1,2016-02-15,2016,2,15,16:54:00,AVENIDA,8,"-58,45","-34,66",PEATON-MOTO,MOTO,PEATON,PEATON,MASCULINO,59,1,1
2016-0019,1,2016-02-17,2016,2,17,09:30:00,CALLE,9,"-58,51","-34,65",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,65,1,1
2016-0020,1,2016-02-17,2016,2,17,16:00:00,CALLE,1,"-58,38","-34,61",PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,59,1,1
2016-0021,1,2016-02-17,2016,2,17,23:35:00,AVENIDA,7,"-58,45","-34,63",AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,34,1,1
2016-0022,1,2016-02-21,2016,2,21,06:00:00,AVENIDA,1,"-58,38","-34,61",MOTO-AUTO,AUTO,PASAJERO,MOTO,MASCULINO,41,1,1
2016-0025,1,2016-02-28,2016,2,28,04:50:00,AUTOPISTA,8,"-58,46","-34,71",AUTO-AUTO,AUTO,PASAJERO,AUTO,MASCULINO,34,1,1
2016-0026,1,2016-02-28,2016,2,28,07:30:00,CALLE,12,"-58,49","-34,55",AUTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,30,1,1
2016-0027,1,2016-02-28,2016,2,28,09:35:00,AVENIDA,7,"-58,44","-34,64",AUTO-AUTO,AUTO,PASAJERO,AUTO,MASCULINO,34,1,1
2016-0028,1,2016-03-02,2016,3,2,10:00:00,AVENIDA,1,"-58,38","-34,60",PEATON-CARGAS,CARGAS,PEATON,PEATON,MASCULINO,50,1,1
2016-0029,1,2016-03-04,2016,3,4,17:30:00,AVENIDA,12,"-58,47","-34,54",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,38,1,1
2016-0031,1,2016-03-08,2016,3,8,12:30:00,AUTOPISTA,8,"-58,47","-34,70",MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,21,1,1
2016-0034,1,2016-03-12,2016,3,12,12:30:00,AVENIDA,4,"-58,41","-34,65",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,52,1,1
2016-0035,1,2016-03-13,2016,3,13,06:00:00,AVENIDA,3,"-58,39","-34,60",MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,34,1,1
2016-0036,1,2016-03-14,2016,3,14,00:15:00,CALLE,4,"-58,38","-34,64",MOTO-PASAJEROS,PASAJEROS,PASAJERO,MOTO,MASCULINO,36,1,1
2016-0037,1,2016-03-19,2016,3,19,11:00:00,AVENIDA,7,"-58,46","-34,64",MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,20,1,1
2016-0038,1,2016-03-21,2016,3,21,08:06:00,AUTOPISTA,8,"-58,50","-34,68",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,29,1,1
2016-0039,1,2016-03-23,2016,3,23,01:50:00,AVENIDA,3,"-58,41","-34,61",MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,20,1,1
2016-0041,2,2016-03-29,2016,3,29,11:00:00,AVENIDA,7,"-58,46","-34,63",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,54,1,1
2016-0041,2,2016-03-29,2016,3,29,11:00:00,AVENIDA,7,"-58,46","-34,63",MOTO-CARGAS,CARGAS,PASAJERO,MOTO,MASCULINO,0,1,1
2016-0043,1,2016-03-30,2016,3,30,18:15:00,AVENIDA,8,"-58,48","-34,67",PEATON-CARGAS,CARGAS,PEATON,PEATON,FEMENINO,56,1,1
2016-0044,1,2016-03-31,2016,3,31,19:40:00,AVENIDA,7,"-58,43","-34,64",MULTIPLE,MULTIPLE,CONDUCTOR,MOTO,MASCULINO,24,1,1
2016-0045,1,2016-04-11,2016,4,11,10:25:00,AUTOPISTA,13,"-58,47","-34,53",MOTO-SD,DESCONOCIDO,CONDUCTOR,MOTO,MASCULINO,0,1,1
2016-0047,1,2016-04-15,2016,4,15,05:30:00,CALLE,1,"-58,38","-34,63",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,41,1,1
2016-0048,1,2016-04-15,2016,4,15,17:40:00,AVENIDA,15,"-58,45","-34,59",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,0,1,1
2016-0049,1,2016-04-17,2016,4,17,00:00:00,AUTOPISTA,4,"-58,38","-34,64",SD-SD,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,0,1,1
2016-0050,1,2016-04-19,2016,4,19,09:50:00,AVENIDA,8,"-58,47","-34,69",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,78,1,1
2016-0051,1,2016-04-20,2016,4,20,04:00:00,AVENIDA,4,"-58,41","-34,65",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,36,1,1
2016-0052,1,2016-04-20,2016,4,20,20:00:00,AUTOPISTA,13,nan,nan,MOTO-SD,DESCONOCIDO,DESCONOCIDO,MOTO,DESCONOCIDO,0,1,1
2016-0053,1,2016-04-22,2016,4,22,09:30:00,AVENIDA,12,"-58,48","-34,58",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,38,1,1
2016-0054,1,2016-04-23,2016,4,23,21:00:00,AUTOPISTA,8,"-58,49","-34,69",MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,30,1,1
2016-0055,1,2016-04-25,2016,4,25,20:30:00,AVENIDA,14,"-58,40","-34,58",PEATON-CARGAS,CARGAS,PEATON,PEATON,MASCULINO,79,1,1
2016-0056,1,2016-04-26,2016,4,26,04:45:00,AVENIDA,14,"-58,43","-34,58",MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,26,1,1
2016-0058,1,2016-05-04,2016,5,4,14:00:00,CALLE,1,"-58,38","-34,63",PEATON-MOTO,MOTO,PEATON,PEATON,FEMENINO,57,1,1
2016-0059,1,2016-05-08,2016,5,8,16:30:00,CALLE,1,"-58,38","-34,63",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,37,1,1
2016-0064,1,2016-05-14,2016,5,14,18:11:00,AVENIDA,10,"-58,49","-34,63",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,20,1,1
2016-0065,1,2016-05-20,2016,5,20,14:40:00,AVENIDA,6,"-58,45","-34,61",PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,20,1,1
2016-0067,1,2016-05-21,2016,5,21,17:00:00,AVENIDA,8,"-58,48","-34,68",MOTO-PASAJEROS,PASAJEROS,PASAJERO,MOTO,FEMENINO,30,1,1
2016-0068,1,2016-05-22,2016,5,22,22:00:00,AVENIDA,2,"-58,39","-34,58",MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,58,1,1
2016-0069,1,2016-05-23,2016,5,23,03:30:00,AVENIDA,3,"-58,39","-34,63",AUTO-CARGAS,CARGAS,CONDUCTOR,AUTO,MASCULINO,30,1,1
2016-0073,1,2016-06-11,2016,6,11,15:00:00,CALLE,10,"-58,49","-34,62",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,23,1,1
2016-0074,1,2016-06-12,2016,6,12,06:40:00,AUTOPISTA,8,"-58,50","-34,68",AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,60,1,1
2016-0075,1,2016-06-12,2016,6,12,23:13:00,AUTOPISTA,8,"-58,47","-34,67",PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,42,1,1
2016-0076,1,2016-06-13,2016,6,13,16:20:00,AVENIDA,15,"-58,46","-34,60",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,53,1,1
2016-0077,1,2016-06-13,2016,6,13,21:52:00,AVENIDA,1,"-58,37","-34,61",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,0,1,1
2016-0078,1,2016-06-13,2016,6,13,23:01:00,AVENIDA,3,"-58,40","-34,61",MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,30,1,1
2016-0079,1,2016-06-16,2016,6,16,17:13:00,AVENIDA,13,"-58,46","-34,55",AUTO-AUTO,AUTO,CONDUCTOR,AUTO,FEMENINO,51,1,1
2016-0080,1,2016-06-18,2016,6,18,06:42:00,AUTOPISTA,9,"-58,53","-34,64",AUTO-SD,DESCONOCIDO,CONDUCTOR,AUTO,MASCULINO,60,1,1
2016-0081,1,2016-06-22,2016,6,22,07:42:00,AVENIDA,12,"-58,49","-34,56",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,40,1,1
2016-0082,1,2016-06-27,2016,6,27,18:24:00,AVENIDA,4,"-58,42","-34,64",PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,87,1,1
2016-0083,1,2016-06-28,2016,6,28,20:46:00,AVENIDA,6,"-58,45","-34,63",PEATON-MOTO,MOTO,PEATON,PEATON,FEMENINO,76,1,1
2016-0084,1,2016-06-29,2016,6,29,22:00:00,CALLE,1,"-58,38","-34,60",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,57,1,1
2016-0085,1,2016-06-29,2016,6,29,22:00:00,AVENIDA,4,"-58,42","-34,66",MOTO-MOVIL,OTRO,DESCONOCIDO,MOTO,MASCULINO,0,1,1
2016-0086,1,2016-06-30,2016,6,30,16:10:00,AVENIDA,10,"-58,49","-34,64",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,75,1,1
2016-0087,1,2016-07-02,2016,7,3,00:10:00,AUTOPISTA,1,"-58,38","-34,63",MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,23,1,2
2016-0088,1,2016-07-11,2016,7,11,15:30:00,CALLE,12,"-58,50","-34,57",PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,70,1,2
2016-0089,1,2016-07-14,2016,7,14,06:40:00,AUTOPISTA,13,"-58,43","-34,55",PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,35,1,2
2016-0090,1,2016-07-14,2016,7,14,22:00:00,AVENIDA,5,"-58,42","-34,61",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,60,1,2
2016-0092,1,2016-07-15,2016,7,15,11:00:00,AUTOPISTA,13,"-58,47","-34,53",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,24,1,2
2016-0093,1,2016-07-17,2016,7,17,03:30:00,AVENIDA,6,"-58,44","-34,62",AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,35,1,2
2016-0095,1,2016-07-23,2016,7,23,06:12:00,AVENIDA,11,"-58,52","-34,60",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,29,1,2
2016-0096,1,2016-07-25,2016,7,25,07:00:00,AUTOPISTA,8,"-58,47","-34,67",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,0,1,2
2016-0097,1,2016-07-26,2016,7,26,18:45:00,CALLE,1,"-58,39","-34,62",PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,80,1,2
2016-0098,1,2016-07-27,2016,7,27,16:08:00,AVENIDA,3,"-58,40","-34,62",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,FEMENINO,43,1,2
2016-0099,1,2016-07-29,2016,7,29,16:00:00,AUTOPISTA,11,"-58,52","-34,60",CARGAS-CARGAS,CARGAS,CONDUCTOR,CARGAS,MASCULINO,45,1,2
2016-0100,1,2016-08-03,2016,8,3,23:27:00,AUTOPISTA,12,"-58,49","-34,55",MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,57,1,2
2016-0101,1,2016-08-07,2016,8,7,19:42:00,AUTOPISTA,9,"-58,53","-34,65",SD-SD,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,MASCULINO,67,1,2
2016-0102,1,2016-08-10,2016,8,10,23:37:00,AVENIDA,9,"-58,50","-34,67",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,29,1,2
2016-0104,1,2016-08-14,2016,8,14,21:15:00,AVENIDA,9,"-58,47","-34,66",MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,21,1,2
2016-0105,1,2016-08-17,2016,8,17,00:05:00,AVENIDA,15,"-58,45","-34,58",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,19,1,2
2016-0106,1,2016-08-19,2016,8,19,21:02:00,AVENIDA,1,"-58,38","-34,59",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,38,1,2
2016-0107,1,2016-08-20,2016,8,20,08:22:00,AUTOPISTA,4,"-58,37","-34,65",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,21,1,2
2016-0109,1,2016-08-24,2016,8,24,05:45:00,AUTOPISTA,9,"-58,52","-34,64",AUTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,AUTO,FEMENINO,53,1,2
2016-0110,1,2016-08-24,2016,8,24,20:21:00,AVENIDA,9,"-58,51","-34,66",PEATON-SD,DESCONOCIDO,PEATON,PEATON,MASCULINO,57,1,2
2016-0111,1,2016-08-25,2016,8,25,09:30:00,AUTOPISTA,15,"-58,47","-34,58",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,27,1,2
2016-0112,1,2016-08-27,2016,8,27,04:40:00,AUTOPISTA,1,"-58,38","-34,62",MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,24,1,2
2016-0113,1,2016-08-27,2016,8,27,16:45:00,AVENIDA,9,"-58,50","-34,65",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,60,1,2
2016-0114,1,2016-08-31,2016,8,31,11:20:00,CALLE,14,"-58,42","-34,59",BICICLETA-CARGAS,CARGAS,CICLISTA,BICICLETA,FEMENINO,55,1,2
2016-0115,1,2016-09-02,2016,9,2,11:50:00,CALLE,12,"-58,49","-34,55",SD-CARGAS,CARGAS,DESCONOCIDO,DESCONOCIDO,MASCULINO,0,1,2
2016-0116,1,2016-09-02,2016,9,2,20:20:00,AVENIDA,8,"-58,44","-34,68",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,30,1,2
2016-0117,1,2016-09-03,2016,9,3,15:30:00,AVENIDA,14,"-58,40","-34,58",AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,43,1,2
2016-0118,1,2016-09-04,2016,9,4,03:30:00,AUTOPISTA,1,"-58,38","-34,63",AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,27,1,2
2016-0119,1,2016-09-04,2016,9,4,06:40:00,AVENIDA,12,"-58,50","-34,56",SD-SD,DESCONOCIDO,PASAJERO,DESCONOCIDO,FEMENINO,0,1,2
2016-0122,1,2016-09-13,2016,9,13,07:10:00,AVENIDA,9,"-58,47","-34,65",BICICLETA-PASAJEROS,PASAJEROS,CICLISTA,BICICLETA,MASCULINO,49,1,2
2016-0123,1,2016-09-14,2016,9,14,09:00:00,AVENIDA,7,"-58,45","-34,64",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,FEMENINO,58,1,2
2016-0124,1,2016-09-16,2016,9,16,15:24:00,AVENIDA,7,"-58,46","-34,63",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,67,1,2
2016-0125,1,2016-09-17,2016,9,17,12:14:00,AUTOPISTA,10,"-58,49","-34,64",MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,30,1,2
2016-0126,2,2016-09-18,2016,9,18,22:45:00,CALLE,10,"-58,53","-34,62",AUTO-CARGAS,CARGAS,CONDUCTOR,AUTO,MASCULINO,37,1,2
2016-0126,2,2016-09-18,2016,9,18,22:45:00,CALLE,10,"-58,53","-34,62",AUTO-CARGAS,CARGAS,PASAJERO,AUTO,MASCULINO,60,1,2
2016-0127,1,2016-09-24,2016,9,24,10:25:00,AVENIDA,8,"-58,44","-34,67",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,50,1,2
2016-0128,1,2016-10-02,2016,10,2,11:30:00,AVENIDA,5,"-58,42","-34,63",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,81,1,2
2016-0130,1,2016-10-04,2016,10,4,12:30:00,AUTOPISTA,1,"-58,38","-34,63",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,29,1,2
2016-0131,1,2016-10-09,2016,10,9,19:13:00,CALLE,4,"-58,40","-34,65",PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,35,1,2
2016-0132,1,2016-10-10,2016,10,10,02:30:00,AVENIDA,3,"-58,41","-34,62",AUTO-PASAJEROS,PASAJEROS,PASAJERO,AUTO,MASCULINO,30,1,2
2016-0133,1,2016-10-14,2016,10,14,00:05:00,AVENIDA,14,"-58,40","-34,58",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,41,1,2
2016-0134,1,2016-10-23,2016,10,23,05:00:00,AVENIDA,8,"-58,49","-34,68",MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,25,1,2
2016-0135,1,2016-10-24,2016,10,24,05:00:00,AVENIDA,14,"-58,42","-34,56",PEATON-SD,DESCONOCIDO,PEATON,PEATON,MASCULINO,29,1,2
2016-0136,1,2016-10-25,2016,10,25,00:00:00,AUTOPISTA,4,nan,nan,MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,DESCONOCIDO,0,1,2
2016-0137,1,2016-10-25,2016,10,25,00:39:00,AVENIDA,11,"-58,52","-34,59",MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,30,1,2
2016-0138,1,2016-10-27,2016,10,27,20:30:00,AVENIDA,13,"-58,46","-34,56",BICICLETA-CARGAS,CARGAS,CICLISTA,BICICLETA,FEMENINO,33,1,2
2016-0139,1,2016-10-28,2016,10,28,23:00:00,AVENIDA,14,"-58,42","-34,57",MOTO-MOTO,MOTO,PASAJERO,MOTO,FEMENINO,35,1,2
2016-0140,1,2016-10-31,2016,10,31,02:58:00,AVENIDA,13,"-58,46","-34,56",PASAJEROS-PASAJEROS,PASAJEROS,PASAJERO,PASAJEROS,MASCULINO,20,1,2
2016-0142,1,2016-11-05,2016,11,5,23:30:00,AVENIDA,1,"-58,38","-34,59",MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,46,1,2
2016-0143,1,2016-11-06,2016,11,6,04:41:00,AVENIDA,8,"-58,44","-34,68",MOTO-SD,DESCONOCIDO,CONDUCTOR,MOTO,MASCULINO,35,1,2
2016-0144,1,2016-11-07,2016,11,7,12:10:00,AVENIDA,4,"-58,36","-34,63",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,83,1,2
2016-0145,1,2016-11-07,2016,11,7,20:56:00,AVENIDA,13,"-58,45","-34,56",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,39,1,2
2016-0146,1,2016-11-09,2016,11,9,20:00:00,AVENIDA,4,"-58,40","-34,63",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,29,1,2
2016-0147,1,2016-11-16,2016,11,16,21:15:00,AVENIDA,1,"-58,39","-34,62",MOVIL-PASAJEROS,PASAJEROS,PASAJERO,MOVIL,MASCULINO,55,1,2
2016-0148,1,2016-11-16,2016,11,16,22:20:00,AVENIDA,15,"-58,47","-34,59",MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,0,1,2
2016-0150,1,2016-11-18,2016,11,18,18:20:00,AVENIDA,4,"-58,41","-34,65",CARGAS-CARGAS,CARGAS,PASAJERO,CARGAS,MASCULINO,41,1,2
2016-0151,1,2016-11-18,2016,11,18,20:35:00,CALLE,0,nan,nan,PEATON-SD,DESCONOCIDO,PEATON,PEATON,DESCONOCIDO,0,1,2
2016-0152,1,2016-11-23,2016,11,23,21:10:00,AVENIDA,7,"-58,46","-34,65",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,42,1,2
2016-0153,1,2016-11-25,2016,11,25,15:42:00,AVENIDA,15,"-58,43","-34,59",PEATON-MOTO,MOTO,PEATON,PEATON,FEMENINO,83,1,2
2016-0154,1,2016-11-26,2016,11,26,14:14:00,AUTOPISTA,8,"-58,49","-34,68",MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,38,1,2
2016-0155,1,2016-11-26,2016,11,26,16:50:00,CALLE,10,"-58,53","-34,63",PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,29,1,2
2016-0156,1,2016-11-26,2016,11,26,19:40:00,AVENIDA,3,"-58,41","-34,62",MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,23,1,2
2016-0157,1,2016-12-03,2016,12,3,06:40:00,AVENIDA,11,"-58,48","-34,62",MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,23,1,2
2016-0159,1,2016-12-04,2016,12,4,07:21:00,AVENIDA,8,"-58,44","-34,68",AUTO-SD,DESCONOCIDO,CONDUCTOR,AUTO,MASCULINO,23,1,2
2016-0160,1,2016-12-06,2016,12,6,05:30:00,AUTOPISTA,9,"-58,52","-34,64",CARGAS-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,CARGAS,MASCULINO,29,1,2
2016-0161,1,2016-12-06,2016,12,6,07:22:00,AVENIDA,14,"-58,43","-34,58",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,50,1,2
2016-0162,1,2016-12-07,2016,12,7,05:00:00,AVENIDA,15,"-58,45","-34,59",PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,38,1,2
2016-0163,1,2016-12-10,2016,12,10,07:30:00,AUTOPISTA,11,"-58,52","-34,60",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,23,1,2
2016-0164,1,2016-12-11,2016,12,11,06:16:00,AVENIDA,4,"-58,42","-34,64",AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,29,1,2
2016-0165,1,2016-12-12,2016,12,12,08:25:00,AVENIDA,4,"-58,37","-34,63",BICICLETA-PASAJEROS,PASAJEROS,CICLISTA,BICICLETA,MASCULINO,37,1,2
2016-0168,1,2016-12-13,2016,12,13,10:40:00,AVENIDA,4,"-58,42","-34,64",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,43,1,2
2016-0169,1,2016-12-15,2016,12,15,15:30:00,AVENIDA,12,"-58,48","-34,56",MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,24,1,2
2016-0170,1,2016-12-19,2016,12,19,17:10:00,AUTOPISTA,12,"-58,51","-34,56",MOTO-AUTO,AUTO,PASAJERO,MOTO,MASCULINO,21,1,2
2016-0171,1,2016-12-25,2016,12,25,19:00:00,AUTOPISTA,1,"-58,37","-34,62",MOTO-MOTO,MOTO,CONDUCTOR,MOTO,DESCONOCIDO,0,1,2
2016-0172,1,2016-12-26,2016,12,26,08:00:00,AVENIDA,5,"-58,42","-34,63",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,38,1,2
2016-0173,1,2016-12-26,2016,12,26,19:52:00,AVENIDA,7,"-58,47","-34,64",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,35,1,2
2016-0174,1,2016-12-27,2016,12,27,00:00:00,AUTOPISTA,0,nan,nan,SD-SD,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,DESCONOCIDO,0,1,2
