ID,VICTIMAS,FECHA,ANIO,MES,DIA,HORA,MEDIO,COMUNA,X,Y,PARTICIPANTES,ACUSADO,ROL,DAMNIFICADO,SEXO,EDAD,OBITO,SEMESTRE
2018-0138,1,2018-12-21,2018,12,21,09:30:00,CALLE,10,"-58,51","-34,62",PASAJEROS-PASAJEROS,PASAJEROS,PASAJERO,PASAJEROS,FEMENINO,79,1,2
2018-0139,1,2018-12-22,2018,12,22,06:30:00,CALLE,7,"-58,45","-34,64",MOTO-MOTO,MOTO,PASAJERO,MOTO,MASCULINO,28,1,2
2018-0140,1,2018-12-22,2018,12,22,08:05:00,CALLE,1,"-58,36","-34,61",AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,78,1,2
2018-0141,1,2018-12-22,2018,12,22,17:40:00,AVENIDA,5,"-58,42","-34,62",PEATON-MOTO,MOTO,PEATON,PEATON,MASCULINO,75,1,2
2018-0142,1,2018-12-25,2018,12,25,13:30:00,AUTOPISTA,12,"-58,51","-34,57",CARGAS-PASAJEROS,PASAJEROS,PASAJERO,CARGAS,MASCULINO,32,1,2
2018-0143,1,2018-12-29,2018,12,29,05:25:00,AVENIDA,10,"-58,49","-34,64",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,22,1,2
2019-0001,1,2019-01-08,2019,1,8,08:30:00,AVENIDA,2,"-58,39","-34,58",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,25,1,1
2019-0002,1,2019-01-09,2019,1,9,04:00:00,AVENIDA,7,"-58,45","-34,65",AUTO-CARGAS,CARGAS,CONDUCTOR,AUTO,MASCULINO,32,1,1
2019-0003,1,2019-01-12,2019,1,12,08:00:00,AVENIDA,15,"-58,49","-34,60",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,23,1,1
2019-0004,1,2019-01-14,2019,1,14,19:58:00,AVENIDA,9,"-58,47","-34,65",AUTO-PASAJEROS,PASAJEROS,CONDUCTOR,AUTO,MASCULINO,71,1,1
2019-0005,1,2019-01-19,2019,1,19,12:00:00,AVENIDA,10,"-58,52","-34,63",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,43,1,1
2019-0006,1,2019-01-23,2019,1,23,05:45:00,AVENIDA,14,"-58,42","-34,56",PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,12,1,1
2019-0007,1,2019-01-26,2019,1,26,19:34:00,CALLE,5,"-58,43","-34,61",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,35,1,1
2019-0008,1,2019-01-30,2019,1,30,22:45:00,AUTOPISTA,8,"-58,48","-34,69",MULTIPLE,MULTIPLE,CONDUCTOR,MOTO,MASCULINO,42,1,1
2019-0009,1,2019-01-31,2019,1,31,14:55:00,AVENIDA,1,"-58,38","-34,62",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,34,1,1
2019-0010,2,2019-02-02,2019,2,2,07:50:00,AVENIDA,14,"-58,43","-34,57",PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,0,1,1
2019-0010,2,2019-02-02,2019,2,2,07:50:00,AVENIDA,14,"-58,43","-34,57",PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,59,1,1
2019-0011,1,2019-02-10,2019,2,10,01:00:00,AUTOPISTA,9,"-58,52","-34,66",PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,0,1,1
2019-0012,1,2019-02-17,2019,2,17,03:16:00,AVENIDA,8,"-58,48","-34,68",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,31,1,1
2019-0013,1,2019-02-20,2019,2,20,07:30:00,CALLE,7,"-58,43","-34,64",PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,39,1,1
2019-0014,1,2019-02-20,2019,2,20,17:30:00,CALLE,11,"-58,52","-34,59",MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,69,1,1
2019-0015,1,2019-02-23,2019,2,23,06:57:00,AVENIDA,11,"-58,50","-34,60",AUTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,21,1,1
2019-0016,1,2019-02-24,2019,2,24,02:00:00,CALLE,4,"-58,38","-34,63",MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,40,1,1
2019-0017,1,2019-03-03,2019,3,3,07:00:00,CALLE,3,"-58,40","-34,62",AUTO-PASAJEROS,PASAJEROS,CONDUCTOR,AUTO,MASCULINO,22,1,1
2019-0018,1,2019-03-03,2019,3,3,23:30:00,AUTOPISTA,13,"-58,45","-34,54",PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,29,1,1
2019-0019,1,2019-03-06,2019,3,6,12:00:00,AVENIDA,13,"-58,45","-34,55",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,0,1,1
2019-0020,1,2019-03-07,2019,3,7,21:01:00,AVENIDA,5,"-58,41","-34,64",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,43,1,1
2019-0021,1,2019-03-15,2019,3,15,22:50:00,AVENIDA,7,"-58,46","-34,63",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,23,1,1
2019-0022,1,2019-03-15,2019,3,15,1900-01-02 00:00:00,AVENIDA,1,"-58,39","-34,62",AUTO-SD,DESCONOCIDO,PASAJERO,AUTO,MASCULINO,0,1,1
2019-0023,1,2019-03-16,2019,3,16,08:28:00,AUTOPISTA,9,"-58,53","-34,64",AUTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,34,1,1
2019-0024,1,2019-03-19,2019,3,19,1900-01-14 07:12:00,AVENIDA,1,"-58,37","-34,59",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,32,1,1
2019-0025,1,2019-03-22,2019,3,22,13:10:00,CALLE,5,"-58,41","-34,61",PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,27,1,1
2019-0026,1,2019-03-28,2019,3,28,07:32:00,AVENIDA,8,"-58,48","-34,69",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,0,1,1
2019-0027,1,2019-03-28,2019,3,28,11:11:00,AVENIDA,2,"-58,40","-34,60",MULTIPLE,MULTIPLE,CICLISTA,BICICLETA,MASCULINO,37,1,1
2019-0028,1,2019-04-06,2019,4,6,09:15:00,AVENIDA,11,"-58,46","-34,61",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,0,1,1
2019-0029,1,2019-04-07,2019,4,7,10:15:00,AVENIDA,8,"-58,48","-34,69",MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,27,1,1
2019-0030,1,2019-04-09,2019,4,9,16:00:00,CALLE,7,"-58,45","-34,62",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,25,1,1
2019-0031,1,2019-04-12,2019,4,12,19:55:00,AVENIDA,1,"-58,37","-34,60",BICICLETA-CARGAS,CARGAS,CICLISTA,BICICLETA,MASCULINO,20,1,1
2019-0032,1,2019-04-16,2019,4,16,11:00:00,AVENIDA,11,"-58,46","-34,60",PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,83,1,1
2019-0033,1,2019-04-18,2019,4,18,01:00:00,AUTOPISTA,1,"-58,37","-34,62",MOTO-SD,DESCONOCIDO,CONDUCTOR,MOTO,MASCULINO,25,1,1
2019-0034,1,2019-04-21,2019,4,21,09:08:00,AVENIDA,7,"-58,46","-34,65",MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,0,1,1
2019-0035,1,2019-04-23,2019,4,23,14:10:00,CALLE,1,"-58,38","-34,60",PEATON-BICICLETA,BICICLETA,PEATON,PEATON,FEMENINO,75,1,1
2019-0036,1,2019-04-26,2019,4,26,22:46:00,CALLE,6,"-58,44","-34,62",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,34,1,1
2019-0037,1,2019-05-01,2019,5,1,23:10:00,AVENIDA,3,"-58,41","-34,62",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,17,1,1
2019-0038,1,2019-05-04,2019,5,4,14:10:00,AVENIDA,13,"-58,45","-34,55",PEATON-MOTO,MOTO,PEATON,PEATON,FEMENINO,42,1,1
2019-0039,1,2019-05-09,2019,5,9,03:05:00,AVENIDA,7,"-58,47","-34,64",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,28,1,1
2019-0040,1,2019-05-09,2019,5,9,12:45:00,CALLE,7,"-58,44","-34,64",MOTO-SD,DESCONOCIDO,CONDUCTOR,MOTO,MASCULINO,44,1,1
2019-0041,1,2019-05-11,2019,5,11,20:30:00,AVENIDA,9,"-58,51","-34,66",MULTIPLE,MULTIPLE,PASAJERO,AUTO,FEMENINO,78,1,1
2019-0042,1,2019-05-14,2019,5,14,15:00:00,CALLE,1,"-58,38","-34,62",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,39,1,1
2019-0043,1,2019-05-21,2019,5,21,09:00:00,AVENIDA,1,"-58,37","-34,60",BICICLETA-CARGAS,CARGAS,CICLISTA,BICICLETA,FEMENINO,0,1,1
2019-0044,1,2019-05-27,2019,5,27,12:45:00,AVENIDA,5,"-58,42","-34,62",PEATON-MOTO,MOTO,PEATON,PEATON,FEMENINO,77,1,1
2019-0045,1,2019-06-03,2019,6,3,07:27:00,AVENIDA,14,"-58,41","-34,58",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,33,1,1
2019-0046,1,2019-06-04,2019,6,4,09:00:00,AUTOPISTA,13,"-58,48","-34,54",MOTO-AUTO,AUTO,PASAJERO,MOTO,FEMENINO,26,1,1
2019-0047,1,2019-06-06,2019,6,6,10:00:00,AVENIDA,4,"-58,39","-34,63",PEATON-CARGAS,CARGAS,PEATON,PEATON,MASCULINO,76,1,1
2019-0048,1,2019-06-07,2019,6,7,07:00:00,AVENIDA,6,"-58,45","-34,62",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,32,1,1
2019-0049,1,2019-06-08,2019,6,8,09:20:00,CALLE,13,"-58,46","-34,56",PEATON-CARGAS,CARGAS,PEATON,PEATON,FEMENINO,72,1,1
2019-0050,1,2019-06-08,2019,6,8,23:35:00,AVENIDA,14,"-58,42","-34,59",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,21,1,1
2019-0051,1,2019-06-11,2019,6,11,10:00:00,CALLE,4,"-58,36","-34,64",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,41,1,1
2019-0053,1,2019-06-14,2019,6,14,17:20:00,AVENIDA,8,"-58,46","-34,66",AUTO-AUTO,AUTO,PASAJERO,AUTO,MASCULINO,49,1,1
2019-0054,1,2019-06-20,2019,6,20,03:00:00,CALLE,15,"-58,48","-34,58",MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,21,1,1
2019-0055,1,2019-06-20,2019,6,20,19:45:00,AVENIDA,1,"-58,37","-34,60",MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,47,1,1
2019-0056,1,2019-06-29,2019,6,29,17:16:00,AVENIDA,7,"-58,46","-34,62",PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,75,1,1
2019-0057,1,2019-07-05,2019,7,5,19:00:00,CALLE,13,"-58,44","-34,56",PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,63,1,2
2019-0058,1,2019-07-10,2019,7,10,09:20:00,AUTOPISTA,10,"-58,51","-34,64",MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,39,1,2
2019-0059,1,2019-07-13,2019,7,13,22:35:00,CALLE,1,"-58,38","-34,63",MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,30,1,2
2019-0060,1,2019-07-17,2019,7,17,11:20:00,AVENIDA,10,"-58,48","-34,64",PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,78,1,2
2019-0061,1,2019-07-17,2019,7,17,18:40:00,CALLE,13,"-58,45","-34,56",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,58,1,2
2019-0062,1,2019-08-01,2019,8,1,23:00:00,AVENIDA,13,"-58,44","-34,56",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,60,1,2
2019-0063,1,2019-08-04,2019,8,4,01:30:00,AVENIDA,15,"-58,45","-34,59",MOTO-PASAJEROS,PASAJEROS,PASAJERO,MOTO,MASCULINO,0,1,2
2019-0064,1,2019-08-06,2019,8,6,03:15:00,AVENIDA,7,"-58,46","-34,62",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,20,1,2
2019-0065,1,2019-08-08,2019,8,8,16:45:00,CALLE,4,"-58,42","-34,65",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,FEMENINO,55,1,2
2019-0066,1,2019-08-11,2019,8,11,21:15:00,AVENIDA,7,"-58,44","-34,65",PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,40,1,2
2019-0067,1,2019-08-14,2019,8,14,15:00:00,CALLE,10,"-58,49","-34,64",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,35,1,2
2019-0068,1,2019-08-14,2019,8,14,17:40:00,AVENIDA,8,"-58,42","-34,66",MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,53,1,2
2019-0069,1,2019-08-17,2019,8,17,05:25:00,AVENIDA,4,"-58,40","-34,63",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,43,1,2
2019-0070,1,2019-08-22,2019,8,22,12:30:00,AVENIDA,14,"-58,43","-34,59",MOTO-BICICLETA,BICICLETA,CONDUCTOR,MOTO,MASCULINO,25,1,2
2019-0071,1,2019-08-27,2019,8,27,11:30:00,AVENIDA,9,"-58,48","-34,66",PEATON-CARGAS,CARGAS,PEATON,PEATON,MASCULINO,0,1,2
2019-0072,1,2019-08-28,2019,8,28,06:20:00,AVENIDA,10,"-58,47","-34,64",AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,22,1,2
2019-0073,1,2019-08-29,2019,8,29,01:50:00,AVENIDA,15,"-58,47","-34,58",AUTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,29,1,2
2019-0074,1,2019-08-29,2019,8,29,09:00:00,AUTOPISTA,13,"-58,47","-34,53",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,35,1,2
2019-0075,1,2019-08-30,2019,8,30,23:20:00,CALLE,4,"-58,38","-34,66",MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,31,1,2
2019-0076,1,2019-09-05,2019,9,5,18:00:00,AUTOPISTA,4,"-58,37","-34,65",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,FEMENINO,29,1,2
2019-0077,1,2019-09-08,2019,9,8,03:40:00,AVENIDA,14,"-58,40","-34,58",PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,28,1,2
2019-0078,1,2019-09-12,2019,9,12,08:25:00,AVENIDA,4,"-58,41","-34,65",PEATON-CARGAS,CARGAS,PEATON,PEATON,FEMENINO,72,1,2
2019-0079,1,2019-09-17,2019,9,17,05:30:00,CALLE,5,"-58,42","-34,62",MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,57,1,2
2019-0080,1,2019-09-17,2019,9,17,1900-01-04 18:40:00,AUTOPISTA,13,"-58,48","-34,54",PEATON-MOTO,MOTO,PEATON,PEATON,MASCULINO,76,1,2
2019-0081,1,2019-09-23,2019,9,23,16:00:00,AVENIDA,15,"-58,46","-34,59",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,67,1,2
2019-0082,1,2019-09-25,2019,9,25,07:45:00,AVENIDA,8,"-58,43","-34,66",BICICLETA-CARGAS,CARGAS,CICLISTA,BICICLETA,MASCULINO,47,1,2
2019-0083,1,2019-09-26,2019,9,26,08:00:00,CALLE,9,"-58,48","-34,66",AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,73,1,2
2019-0084,1,2019-09-27,2019,9,27,11:45:00,CALLE,7,"-58,47","-34,64",BICICLETA-CARGAS,CARGAS,CICLISTA,BICICLETA,FEMENINO,40,1,2
2019-0085,1,2019-10-09,2019,10,9,22:18:00,CALLE,10,"-58,49","-34,63",BICICLETA-TREN,TREN,CICLISTA,BICICLETA,MASCULINO,20,1,2
2019-0086,1,2019-10-15,2019,10,15,14:10:00,AVENIDA,15,"-58,45","-34,59",MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,29,1,2
2019-0087,1,2019-10-21,2019,10,21,21:00:00,AVENIDA,12,"-58,48","-34,57",MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,41,1,2
2019-0088,1,2019-10-22,2019,10,22,20:00:00,AVENIDA,4,"-58,41","-34,65",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,27,1,2
2019-0089,1,2019-10-23,2019,10,23,15:45:00,AVENIDA,4,"-58,36","-34,63",PEATON-CARGAS,CARGAS,PEATON,PEATON,FEMENINO,92,1,2
2019-0090,1,2019-10-24,2019,10,24,18:26:00,AVENIDA,9,"-58,50","-34,65",PEATON-MOTO,MOTO,PEATON,PEATON,MASCULINO,67,1,2
2019-0091,1,2019-11-01,2019,11,1,20:50:00,AVENIDA,15,"-58,45","-34,60",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,35,1,2
2019-0092,1,2019-11-03,2019,11,3,10:30:00,CALLE,4,"-58,36","-34,63",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,37,1,2
2019-0093,1,2019-11-13,2019,11,13,11:50:00,AVENIDA,11,"-58,46","-34,61",BICICLETA-OTRO,OTRO,CICLISTA,BICICLETA,MASCULINO,16,1,2
2019-0094,1,2019-11-18,2019,11,18,14:00:00,CALLE,15,"-58,44","-34,60",MOTO-OTRO,OTRO,PASAJERO,MOTO,FEMENINO,0,1,2
2019-0095,1,2019-11-20,2019,11,20,15:30:00,AUTOPISTA,1,"-58,38","-34,63",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,0,1,2
2019-0096,1,2019-11-22,2019,11,22,19:33:00,AVENIDA,1,"-58,38","-34,63",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,73,1,2
2019-0097,1,2019-11-25,2019,11,25,08:50:00,AUTOPISTA,9,"-58,48","-34,65",MULTIPLE,MULTIPLE,PASAJERO,MOTO,FEMENINO,23,1,2
2019-0098,1,2019-11-25,2019,11,25,14:00:00,AVENIDA,15,"-58,45","-34,59",PASAJEROS-PASAJEROS,PASAJEROS,PASAJERO,PASAJEROS,FEMENINO,61,1,2
2019-0100,1,2019-12-05,2019,12,5,17:30:00,AVENIDA,12,"-58,49","-34,58",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,38,1,2
2019-0101,1,2019-12-17,2019,12,17,04:20:00,AVENIDA,4,"-58,42","-34,65",MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,25,1,2
2019-0102,1,2019-12-17,2019,12,17,14:30:00,CALLE,9,"-58,52","-34,64",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,18,1,2
2019-0103,1,2019-12-18,2019,12,18,SD,AUTOPISTA,11,"-58,52","-34,59",MOTO-MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,24,1,2
2019-0104,1,2019-12-21,2019,12,21,04:25:00,AVENIDA,10,"-58,47","-34,63",MOTO-AUTO,AUTO,PASAJERO,MOTO,FEMENINO,23,1,2
2019-0105,1,2019-05-05,2019,5,5,11:00:00,AVENIDA,10,"-58,51","-34,62",PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,82,1,1
2020-0001,1,2020-01-04,2020,1,4,10:40:00,CALLE,15,"-58,44","-34,59",PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,87,1,1
2020-0002,1,2020-01-05,2020,1,5,20:00:00,AVENIDA,7,"-58,45","-34,65",MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,36,1,1
2020-0003,1,2020-01-11,2020,1,11,06:00:00,AVENIDA,3,"-58,39","-34,61",PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,44,1,1
2020-0004,1,2020-01-14,2020,1,14,21:40:00,AVENIDA,1,"-58,39","-34,61",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,82,1,1
2020-0005,1,2020-01-14,2020,1,14,06:00:00,AVENIDA,3,"-58,41","-34,62",MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,25,1,1
2020-0006,1,2020-01-20,2020,1,20,12:55:00,AVENIDA,8,"-58,45","-34,65",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,23,1,1
2020-0007,1,2020-01-27,2020,1,27,00:37:00,CALLE,1,"-58,38","-34,62",PEATON-MOTO,MOTO,PEATON,PEATON,MASCULINO,52,1,1
2020-0008,1,2020-01-30,2020,1,30,07:10:00,AVENIDA,2,"-58,41","-34,60",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,49,1,1
2020-0009,1,2020-02-04,2020,2,4,14:50:00,CALLE,5,"-58,42","-34,61",PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,48,1,1
2020-0010,1,2020-02-08,2020,2,8,05:45:00,AVENIDA,1,"-58,38","-34,62",MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,0,1,1
2020-0011,1,2020-02-12,2020,2,12,11:29:00,CALLE,5,"-58,42","-34,62",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,31,1,1
2020-0012,1,2020-02-18,2020,2,18,21:00:00,CALLE,3,"-58,41","-34,62",PEATON-MOTO,MOTO,PEATON,PEATON,FEMENINO,66,1,1
2020-0013,1,2020-02-20,2020,2,20,12:00:00,AVENIDA,15,"-58,48","-34,58",PEATON-MOTO,MOTO,PEATON,PEATON,FEMENINO,58,1,1
2020-0014,1,2020-02-27,2020,2,27,02:14:00,CALLE,11,"-58,51","-34,62",MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,0,1,1
2020-0015,1,2020-02-28,2020,2,28,14:30:00,AVENIDA,1,"-58,37","-34,63",MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,29,1,1
2020-0016,1,2020-02-29,2020,2,29,13:00:00,AVENIDA,1,"-58,37","-34,60",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,68,1,1
2020-0017,1,2020-03-05,2020,3,5,23:00:00,AVENIDA,3,"-58,40","-34,61",PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,0,1,1
2020-0018,1,2020-03-09,2020,3,9,14:00:00,AVENIDA,13,"-58,45","-34,54",MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,31,1,1
2020-0019,1,2020-03-10,2020,3,10,21:00:00,CALLE,5,"-58,42","-34,63",PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,80,1,1
2020-0020,1,2020-03-13,2020,3,13,17:30:00,AVENIDA,3,"-58,41","-34,61",PEATON-MOTO,MOTO,PEATON,PEATON,FEMENINO,74,1,1
2020-0021,1,2020-03-14,2020,3,14,16:50:00,CALLE,2,"-58,41","-34,59",PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,87,1,1
2020-0022,1,2020-04-07,2020,4,7,06:15:00,AUTOPISTA,9,"-58,47","-34,66",AUTO-CARGAS,CARGAS,PASAJERO,AUTO,MASCULINO,44,1,1
2020-0023,1,2020-04-09,2020,4,9,18:42:00,AVENIDA,4,"-58,36","-34,64",AUTO-CARGAS,CARGAS,CONDUCTOR,AUTO,MASCULINO,44,1,1
2020-0024,1,2020-04-24,2020,4,24,07:58:00,CALLE,9,"-58,51","-34,65",AUTO-AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,53,1,1
2020-0025,1,2020-05-12,2020,5,12,05:35:00,AVENIDA,3,"-58,40","-34,61",PEATON-AUTO,AUTO,PEATON,PEATON,MASCULINO,0,1,1
2020-0026,1,2020-05-17,2020,5,17,06:40:00,AUTOPISTA,14,nan,nan,MOTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,28,1,1
2020-0027,1,2020-05-18,2020,5,18,08:00:00,AVENIDA,8,"-58,48","-34,68",PEATON-CARGAS,CARGAS,PEATON,PEATON,MASCULINO,76,1,1
2020-0028,1,2020-05-19,2020,5,19,10:00:00,AVENIDA,15,"-58,44","-34,60",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,91,1,1
2020-0029,1,2020-06-10,2020,6,10,14:00:00,AUTOPISTA,9,"-58,53","-34,64",PEATON-PASAJEROS,PASAJEROS,PEATON,PEATON,MASCULINO,80,1,1
2020-0030,1,2020-06-16,2020,6,16,15:00:00,AVENIDA,6,"-58,45","-34,61",MULTIPLE,MULTIPLE,CONDUCTOR,MOTO,MASCULINO,40,1,1
2020-0031,1,2020-06-30,2020,6,30,08:00:00,AVENIDA,9,"-58,49","-34,66",MOTO-CARGAS,CARGAS,CONDUCTOR,MOTO,MASCULINO,29,1,1
2020-0032,1,2020-07-10,2020,7,10,23:00:00,AVENIDA,15,"-58,44","-34,60",MOTO-AUTO,AUTO,CONDUCTOR,MOTO,MASCULINO,21,1,2
2020-0033,1,2020-07-19,2020,7,19,06:25:00,AUTOPISTA,13,"-58,47","-34,53",AUTO-OBJETO FIJO,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,32,1,2
2020-0034,1,2020-08-02,2020,8,2,03:20:00,CALLE,3,"-58,41","-34,61",PEATON-AUTO,AUTO,PEATON,PEATON,FEMENINO,0,1,2
2020-0035,1,2020-08-04,2020,8,4,05:30:00,AUTOPISTA,7,"-58,45","-34,64",MOTO-PASAJEROS,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,40,1,2
